_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,antecedent,antecedent:confidence,orig_antecedent,antecedent_gold,option1,option2,option3,option4,option5
831005722,FALSE,finalized,5,11/20/15 20:15,pass,0.6095,It is first down and 10. The ball is on your 45 yardline. There is 7 minutes left in the fourth quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005723,FALSE,finalized,5,11/21/15 21:57,pass,0.8126,It is first down and 10. The ball is on your 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 3 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005724,FALSE,finalized,5,11/21/15 0:06,Don't know / it depends,1, You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005725,FALSE,finalized,5,11/20/15 19:46,pass,0.5989,It is first down and 10. The ball is on your opponent's 20 yardline. It is the first quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005726,FALSE,finalized,5,11/20/15 23:32,run,0.4241,It is first down and 10. The ball is on your opponent's 40 yardline. It is the first quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005727,FALSE,finalized,5,11/20/15 22:10,run,0.4029,It is first down and 10. The ball is on your 45 yardline. It is the first quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005728,FALSE,finalized,5,11/21/15 16:07,pass,0.5866,It is first down and 10. The ball is on your 20 yardline. It is the first quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005729,FALSE,finalized,5,11/18/15 22:07,kick a field goal,1,It is first down and 10. The ball is on your opponent's 20 yardline. There is 3 seconds left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005730,FALSE,finalized,5,11/20/15 19:04,kick a field goal,0.5984,It is first down and 10. The ball is on your opponent's 40 yardline. There is 3 seconds left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005731,FALSE,finalized,5,11/21/15 0:08,pass,1,It is first down and 10. The ball is on your 45 yardline. There is 3 seconds left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005732,FALSE,finalized,5,11/20/15 13:42,pass,0.622,It is first down and 10. The ball is on your 20 yardline. There is 3 seconds left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005733,FALSE,finalized,5,11/19/15 19:32,pass,0.8033,It is first down and 10. The ball is on your opponent's 20 yardline. There is 2 minutes left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005734,FALSE,finalized,5,11/19/15 2:38,pass,0.6095,It is first down and 10. The ball is on your opponent's 40 yardline. There is 2 minutes left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005735,FALSE,finalized,5,11/21/15 0:08,pass,0.6041,It is first down and 10. The ball is on your 45 yardline. There is 2 minutes left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005736,FALSE,finalized,5,11/18/15 22:12,pass,0.8013,It is first down and 10. The ball is on your 20 yardline. There is 2 minutes left in the second quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005737,FALSE,finalized,5,11/21/15 17:21,pass,0.6088,It is first down and 10. The ball is on your opponent's 20 yardline. There is 2 minutes left in the third quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005738,FALSE,finalized,5,11/21/15 14:38,pass,0.8028,It is first down and 10. The ball is on your opponent's 40 yardline. There is 2 minutes left in the third quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005739,FALSE,finalized,5,11/20/15 9:22,pass,1,It is first down and 10. The ball is on your 45 yardline. There is 2 minutes left in the third quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005740,FALSE,finalized,5,11/19/15 0:13,pass,0.598,It is first down and 10. The ball is on your 20 yardline. There is 2 minutes left in the third quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005741,FALSE,finalized,5,11/20/15 13:42,pass,1,It is first down and 10. The ball is on your opponent's 20 yardline. There is 7 minutes left in the third quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005742,FALSE,finalized,5,11/20/15 19:21,pass,1,It is first down and 10. The ball is on your opponent's 40 yardline. There is 7 minutes left in the third quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005743,FALSE,finalized,5,11/19/15 2:18,pass,0.8,It is first down and 10. The ball is on your 45 yardline. There is 7 minutes left in the third quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005744,FALSE,finalized,5,11/21/15 10:49,pass,0.7902,It is first down and 10. The ball is on your 20 yardline. There is 7 minutes left in the third quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005745,FALSE,finalized,5,11/21/15 14:31,pass,1,It is first down and 10. The ball is on your opponent's 20 yardline. There is 3 seconds left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005746,FALSE,finalized,5,11/19/15 19:00,pass,1,It is first down and 10. The ball is on your opponent's 40 yardline. There is 3 seconds left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005747,FALSE,finalized,5,11/20/15 19:59,pass,1,It is first down and 10. The ball is on your 45 yardline. There is 3 seconds left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005748,FALSE,finalized,5,11/19/15 15:11,pass,1,It is first down and 10. The ball is on your 20 yardline. There is 3 seconds left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005749,FALSE,finalized,5,11/18/15 21:56,pass,1,It is first down and 10. The ball is on your opponent's 20 yardline. There is 2 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005750,FALSE,finalized,5,11/19/15 2:01,pass,0.8019,It is first down and 10. The ball is on your opponent's 40 yardline. There is 2 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005751,FALSE,finalized,5,11/21/15 18:26,pass,0.8086,It is first down and 10. The ball is on your 45 yardline. There is 2 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005752,FALSE,finalized,5,11/21/15 14:55,pass,1,It is first down and 10. The ball is on your 20 yardline. There is 2 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005753,FALSE,finalized,5,11/20/15 23:32,run,0.6142,It is first down and 10. The ball is on your opponent's 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005754,FALSE,finalized,5,11/20/15 15:59,pass,0.8251,It is first down and 10. The ball is on your opponent's 40 yardline. There is 7 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005755,FALSE,finalized,5,11/20/15 21:32,run,0.6471,It is first down and 10. The ball is on your 45 yardline. There is 7 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005756,FALSE,finalized,5,11/20/15 12:10,pass,0.798,It is first down and 10. The ball is on your 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 7 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005757,FALSE,finalized,5,11/21/15 9:10,Don't know / it depends,1, You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005758,FALSE,finalized,5,11/19/15 10:06,pass,1,It is first down and 10. The ball is on your opponent's 20 yardline. It is the first quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005759,FALSE,finalized,5,11/19/15 10:26,run,0.3929,It is first down and 10. The ball is on your opponent's 40 yardline. It is the first quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005760,FALSE,finalized,5,11/21/15 0:43,run,0.6161,It is first down and 10. The ball is on your 45 yardline. It is the first quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005761,FALSE,finalized,5,11/20/15 13:52,run,0.6117,It is first down and 10. The ball is on your 20 yardline. It is the first quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005762,FALSE,finalized,5,11/20/15 18:39,pass,0.6126,It is first down and 10. The ball is on your opponent's 20 yardline. There is 3 seconds left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005763,FALSE,finalized,5,11/19/15 1:37,kick a field goal,0.617,It is first down and 10. The ball is on your opponent's 40 yardline. There is 3 seconds left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005764,FALSE,finalized,5,11/18/15 22:06,pass,0.7939,It is first down and 10. The ball is on your 45 yardline. There is 3 seconds left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005765,FALSE,finalized,5,11/21/15 19:44,pass,0.6081,It is first down and 10. The ball is on your 20 yardline. There is 3 seconds left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005766,FALSE,finalized,5,11/20/15 20:00,pass,0.8062,It is first down and 10. The ball is on your opponent's 20 yardline. There is 2 minutes left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005767,FALSE,finalized,5,11/21/15 11:19,pass,0.5684,It is first down and 10. The ball is on your opponent's 40 yardline. There is 2 minutes left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005768,FALSE,finalized,5,11/21/15 3:50,pass,0.7905,It is first down and 10. The ball is on your 45 yardline. There is 2 minutes left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005769,FALSE,finalized,5,11/21/15 3:56,pass,0.7885,It is first down and 10. The ball is on your 20 yardline. There is 2 minutes left in the second quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005770,FALSE,finalized,5,11/20/15 21:20,run,0.8111,It is first down and 10. The ball is on your opponent's 20 yardline. There is 2 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005771,FALSE,finalized,5,11/19/15 16:11,pass,0.4175,It is first down and 10. The ball is on your opponent's 40 yardline. There is 2 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005772,FALSE,finalized,5,11/21/15 16:56,pass,0.8203,It is first down and 10. The ball is on your 45 yardline. There is 2 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005773,FALSE,finalized,5,11/19/15 6:05,run,0.4073,It is first down and 10. The ball is on your 20 yardline. There is 2 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005774,FALSE,finalized,5,11/20/15 21:16,run,0.7894,It is first down and 10. The ball is on your opponent's 20 yardline. There is 7 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005775,FALSE,finalized,5,11/20/15 22:10,pass,0.8104,It is first down and 10. The ball is on your opponent's 40 yardline. There is 7 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005776,FALSE,finalized,5,11/21/15 8:04,pass,1,It is first down and 10. The ball is on your 45 yardline. There is 7 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005777,FALSE,finalized,5,11/21/15 0:12,pass,0.6289,It is first down and 10. The ball is on your 20 yardline. There is 7 minutes left in the third quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005778,FALSE,finalized,5,11/19/15 17:56,pass,1,It is first down and 10. The ball is on your opponent's 20 yardline. There is 2 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005779,FALSE,finalized,5,11/20/15 12:51,pass,1,It is first down and 10. The ball is on your opponent's 40 yardline. There is 2 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005780,FALSE,finalized,5,11/20/15 20:35,pass,1,It is first down and 10. The ball is on your 45 yardline. There is 2 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005781,FALSE,finalized,5,11/19/15 4:33,pass,0.6156,It is first down and 10. The ball is on your 20 yardline. There is 2 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005782,FALSE,finalized,5,11/19/15 17:44,pass,0.6068,It is first down and 10. The ball is on your opponent's 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005783,FALSE,finalized,5,11/19/15 17:44,pass,0.8221,It is first down and 10. The ball is on your opponent's 40 yardline. There is 7 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005784,FALSE,finalized,5,11/19/15 10:47,pass,1,It is first down and 10. The ball is on your 45 yardline. There is 7 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005785,FALSE,finalized,5,11/21/15 8:01,pass,0.809,It is first down and 10. The ball is on your 20 yardline. There is 7 minutes left in the fourth quarter. You are down by 10 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005786,FALSE,finalized,5,11/20/15 18:44,Don't know / it depends,0.8031, You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005787,FALSE,finalized,5,11/20/15 21:14,pass,0.593,It is first down and 10. The ball is on your opponent's 20 yardline. It is the first quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005788,FALSE,finalized,5,11/20/15 14:55,pass,0.6055,It is first down and 10. The ball is on your opponent's 40 yardline. It is the first quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005789,FALSE,finalized,5,11/21/15 19:27,run,0.6106,It is first down and 10. The ball is on your 45 yardline. It is the first quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005790,FALSE,finalized,5,11/21/15 0:15,run,0.4071,It is first down and 10. The ball is on your 20 yardline. It is the first quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005791,FALSE,finalized,5,11/19/15 18:54,kick a field goal,0.7909,It is first down and 10. The ball is on your opponent's 20 yardline. There is 3 seconds left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005792,FALSE,finalized,5,11/19/15 4:07,pass,0.8081,It is first down and 10. The ball is on your opponent's 40 yardline. There is 3 seconds left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005793,FALSE,finalized,5,11/21/15 2:42,pass,0.8313,It is first down and 10. The ball is on your 45 yardline. There is 3 seconds left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005794,FALSE,finalized,5,11/20/15 13:30,pass,0.6189,It is first down and 10. The ball is on your 20 yardline. There is 3 seconds left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005795,FALSE,finalized,5,11/21/15 10:49,pass,1,It is first down and 10. The ball is on your opponent's 20 yardline. There is 2 minutes left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005796,FALSE,finalized,5,11/20/15 20:45,pass,1,It is first down and 10. The ball is on your opponent's 40 yardline. There is 2 minutes left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005797,FALSE,finalized,5,11/21/15 17:10,pass,1,It is first down and 10. The ball is on your 45 yardline. There is 2 minutes left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005798,FALSE,finalized,5,11/19/15 10:30,pass,1,It is first down and 10. The ball is on your 20 yardline. There is 2 minutes left in the second quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005799,FALSE,finalized,5,11/20/15 19:10,pass,0.5959,It is first down and 10. The ball is on your opponent's 20 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005800,FALSE,finalized,5,11/20/15 19:04,pass,1,It is first down and 10. The ball is on your opponent's 40 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005801,FALSE,finalized,5,11/21/15 16:09,pass,0.8121,It is first down and 10. The ball is on your 45 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005802,FALSE,finalized,5,11/21/15 18:15,run,0.4168,It is first down and 10. The ball is on your 20 yardline. There is 2 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005803,FALSE,finalized,5,11/18/15 21:25,pass,0.7887,It is first down and 10. The ball is on your opponent's 20 yardline. There is 7 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
831005804,FALSE,finalized,5,11/20/15 20:45,pass,0.6255,It is first down and 10. The ball is on your opponent's 40 yardline. There is 7 minutes left in the third quarter. You are down by 20 points. Would you:,, punt, kick a field goal, run, pass, kneel down
